ts_ms,valid_L,interp_L,side_L,pLx,pLy,pLz,qLx,qLy,qLz,qLw,valid_R,interp_R,side_R,pRx,pRy,pRz,qRx,qRy,qRz,qRw
1779153051693.473,1,0,0,-0.022714,0.238768,0.381597,0.928112,0.080479,-0.134771,0.337591,1,0,1,-0.090955,-0.194169,0.296844,0.088546,0.931917,0.306786,-0.171968
1779153051726.806,1,0,0,-0.024169,0.238994,0.382915,0.929129,0.078355,-0.134683,0.335321,1,0,0,-0.082735,-0.195402,0.292632,0.071827,0.329789,0.183920,-0.923176
1779153051760.140,1,0,0,-0.024037,0.239753,0.383686,0.934463,0.072936,-0.133577,0.321896,1,0,0,-0.080581,-0.191212,0.296607,0.446087,-0.324049,-0.428525,0.715797
1779153051793.473,1,0,0,-0.023640,0.240301,0.384488,0.917679,0.089936,-0.131822,0.363867,1,0,0,-0.080460,-0.188256,0.298062,0.547718,-0.309883,-0.479171,0.611860
1779153051826.806,1,0,0,-0.021916,0.240377,0.384451,0.936770,0.082561,-0.108186,0.322400,1,0,0,-0.079365,-0.189518,0.294465,0.877508,-0.080213,-0.139210,-0.451847
1779153051860.140,1,0,0,-0.023303,0.240294,0.386027,0.939572,0.078100,-0.115767,0.312575,1,0,0,-0.078259,-0.189034,0.295689,0.878211,0.018285,-0.076568,-0.471750
1779153051893.473,1,0,0,-0.024913,0.238933,0.387426,0.923084,0.097571,-0.099036,0.358591,1,0,0,-0.077398,-0.188105,0.295736,0.910991,0.053761,-0.122732,-0.390054
1779153051926.806,1,0,0,-0.025588,0.238454,0.388611,0.939059,0.070787,-0.103849,0.319958,1,0,0,-0.075900,-0.186496,0.298458,0.939003,-0.109560,-0.322614,-0.046804
1779153051960.140,1,0,0,-0.023335,0.236612,0.388344,0.934766,0.080868,-0.102664,0.330352,1,0,0,-0.077813,-0.187462,0.297556,0.950733,-0.051735,-0.152556,-0.264871
1779153051993.473,1,0,0,-0.023500,0.235011,0.390298,0.933385,0.082619,-0.109794,0.331530,1,0,0,-0.080830,-0.192736,0.291520,0.486031,-0.417077,-0.233670,0.731587
